175.8.30.208	45124	湖南	高匿	HTTPS	3小时	18-09-23 08:30	
58.32.206.226	33860	上海	高匿	HTTPS	1小时	18-09-23 08:29	
171.38.36.173	8123	广西玉林	高匿	HTTP	5分钟	18-09-23 08:20	
60.169.218.17	24841	安徽	高匿	HTTPS	268天	18-09-23 08:15	
116.17.102.219	60698	广东惠州	高匿	HTTPS	3小时	18-09-23 07:58	
221.224.62.243	51941	江苏苏州	高匿	HTTPS	3小时	18-09-23 07:46	
114.225.168.81	53128	江苏无锡	高匿	HTTPS	132天	18-09-23 07:43	
106.58.152.195	80	云南	高匿	HTTP	2小时	18-09-23 07:43	
183.30.197.217	9797	广东惠州	透明	HTTPS	1天	18-09-16 02:14	
112.95.21.224	8888	广东深圳	透明	HTTPS	6分钟	18-09-16 01:50	
163.125.17.137	9999	广东深圳	透明	HTTP	813天	18-09-16 01:46	
125.123.18.233	9000	浙江嘉兴	透明	HTTP	4小时	18-09-16 01:00	
119.29.170.197	2333	北京	透明	HTTPS	1分钟	18-09-16 00:55	
14.155.17.208	9000	广东深圳	透明	HTTP	5小时	18-09-16 00:49	
119.90.126.106	7777	河北沧州	透明	HTTPS	100天	18-09-16 00:26	
112.95.206.225	9999	广东深圳	透明	HTTP	878天	18-09-16 00:00	
112.95.207.173	9999	广东深圳	透明	HTTP	1分钟	18-09-16 00:00	
27.46.22.52	6666	广东深圳	透明	HTTP	540天	18-09-15 23:22	
111.225.11.251	9999	河北保定	透明	HTTPS	16小时	18-09-15 21:51	
163.125.69.150	8888	广东深圳	透明	HTTP	4小时	18-09-15 20:23	
61.149.5.100	53281	北京	透明	HTTPS	4天	18-09-15 19:59	
58.240.220.86	53281	江苏苏州	透明	HTTPS	44分钟	18-09-15 18:39	
117.65.46.68	41766	安徽蚌埠	透明	HTTP	2小时	18-09-20 18:40	
61.152.251.195	8088	上海	透明	HTTP	2小时	18-09-20 18:28	
118.187.50.154	8080	北京	透明	HTTPS	6小时	18-09-20 18:26	
61.152.251.198	8088	上海	透明	HTTPS	1小时	18-09-20 17:33	
111.170.156.182	53281	贵州贵阳	透明	HTTPS	2天	18-09-20 17:27	
14.20.235.53	808	广东深圳	透明	HTTP	8天	18-09-20 17:22	
113.88.12.172	9000	广东深圳	透明	HTTP	7小时	18-09-20 17:21	
114.242.17.112	8081	北京	透明	HTTPS	4天	18-09-20 17:00	
125.123.123.70	9000	浙江嘉兴市桐乡	透明	HTTPS	1分钟	18-09-20 16:55	
125.123.139.125	9000	浙江嘉兴	透明	HTTPS	1分钟	18-09-20 16:45	
219.136.64.23	53281	广东广州	透明	HTTPS	39分钟	18-09-20 16:23	
119.139.197.165	3128	广东深圳	透明	HTTP	46天	18-09-20 16:11	
116.192.160.32	8443	上海	透明	HTTPS	27分钟	18-09-20 16:00	
124.77.92.239	31307	上海	高匿	HTTPS	7天	18-09-22 10:23	
115.46.70.160	8123	广西南宁	高匿	HTTPS	1分钟	18-09-22 10:22	
110.73.0.117	8123	广西防城港	高匿	HTTP	675天	18-09-22 10:11	
114.225.169.172	53128	江苏无锡	高匿	HTTPS	139天	18-09-22 10:11	
116.192.168.131	57361	上海	高匿	HTTP	2小时	18-09-22 09:55	
122.237.105.43	80	浙江绍兴	高匿	HTTP	9小时	18-09-22 09:50	
101.88.235.228	47404	上海	高匿	HTTPS	1小时	18-09-22 09:27	
180.118.241.131	808	江苏镇江	高匿	HTTPS	433天	18-09-22 09:22	
183.164.239.248	36534	安徽宿州	高匿	HTTPS	33天	18-09-22 09:11	
27.153.50.219	26595	福建泉州	高匿	HTTPS	1分钟	18-09-22 09:11	
121.31.155.90	8123	广西北海	高匿	HTTP	966天	18-09-22 09:11	
49.68.79.150	49111	江苏苏州	高匿	HTTPS	1分钟	18-09-22 09:11	
120.43.59.207	39539	福建泉州	高匿	HTTPS	1分钟	18-09-22 09:11	
110.188.0.67	60459	四川成都	高匿	HTTPS	1天	18-09-22 09:11	
121.237.141.188	3128	江苏南京	高匿	HTTPS	1分钟	18-09-23 09:33	
112.86.205.98	8123	江苏南京	高匿	HTTPS	10分钟	18-09-23 09:32	
116.192.171.242	50458	上海	高匿	HTTP	6小时	18-09-23 09:25	
106.56.102.241	8070	云南	高匿	HTTPS	41天	18-09-23 09:22	
121.31.102.179	8123	广西防城港	高匿	HTTPS	469天	18-09-23 09:21	
115.226.243.220	808	浙江丽水	高匿	HTTPS	1天	18-09-23 09:21	
180.154.239.127	39418	上海	高匿	HTTP	1小时	18-09-23 09:20	
183.16.224.255	8123	广东深圳	高匿	HTTP	1分钟	18-09-23 09:15	
175.150.79.171	1133	辽宁葫芦岛	高匿	HTTPS	62天	18-09-23 09:11	
58.57.101.4	43872	山东淄博	高匿	HTTP	4小时	18-09-23 09:05	
116.8.223.234	33760	广西柳州	高匿	HTTPS	5小时	18-09-23 09:05	
125.40.238.181	56948	河南洛阳	高匿	HTTPS	6小时	18-09-23 09:03	
111.72.155.65	53128	江西宜春	高匿	HTTPS	134天	18-09-23 09:01	
114.225.168.43	53128	江苏无锡	高匿	HTTP	133天	18-09-23 09:01	
115.223.107.168	8010	浙江温州	高匿	HTTPS	1分钟	18-09-23 07:33	
59.110.136.213	8080	广东深圳	高匿	HTTP	76天	18-09-23 07:33	
61.173.84.138	34075	上海	高匿	HTTP	3小时	18-09-23 07:28	
106.56.102.171	8070	云南	高匿	HTTPS	74天	18-09-23 07:20	
58.214.51.194	8070	江苏无锡	高匿	HTTP	1分钟	18-09-23 07:16	
114.104.206.11	35362	安徽黄山	高匿	HTTP	51分钟	18-09-23 07:06	
42.55.254.178	1133	辽宁	高匿	HTTPS	5分钟	18-09-23 07:01	
122.246.53.146	8010	浙江宁波	高匿	HTTP	30天	18-09-23 07:00	
123.180.69.202	8010	河北邢台	高匿	HTTPS	134天	18-09-23 06:55	
115.219.104.210	8010	浙江温州	高匿	HTTP	48天	18-09-23 06:50	
116.192.171.242	50458	上海	高匿	HTTPS	3小时	18-09-23 06:50	
180.172.80.188	59560	上海	高匿	HTTPS	38分钟	18-09-23 06:49	
113.89.55.217	53281	广东深圳	高匿	HTTPS	1天	18-09-23 06:46	
115.223.106.105	8010	浙江温州	高匿	HTTPS	1分钟	18-09-23 06:46	
115.223.99.184	8010	浙江温州	高匿	HTTPS	8分钟	18-09-23 06:30	
113.6.208.181	39097	黑龙江	透明	HTTP	2天	18-09-20 15:29	
114.249.114.200	9000	北京	透明	HTTPS	1分钟	18-09-20 15:11	
114.249.113.97	9000	北京	透明	HTTPS	10小时	18-09-20 15:08	
140.255.33.202	9797	山东	透明	HTTPS	1天	18-09-20 14:23	
101.5.129.247	8123	北京	透明	HTTP	1分钟	18-09-20 13:30	
120.83.48.220	9000	广东清远	透明	HTTP	59天	18-09-20 13:19	
116.192.170.153	8081	上海	透明	HTTPS	16小时	18-09-20 11:24	
120.83.48.153	9000	广东清远	透明	HTTP	104天	18-09-20 10:15	
112.95.205.218	9999	广东深圳	透明	HTTPS	1分钟	18-09-20 10:11	
